surrogate_key_captura_apontamento_horas,data_apontamento,codigo_matricula_colaborador_apontado,codigo_filial_apontada,codigo_projeto_apontado,codigo_cliente_projeto,codigo_segmento_mercado,indicador_tipo_hora_trabalhada,quantidade_horas_trabalhadas,tipo_despesa_apontada,valor_despesa_apontada
15797,12/01/2023,297,M1,9,90,3,HE,3.33,5,11.16
15798,30/01/2023,62,M1,2,24,2,HN,2.27,5,118.02
15799,13/01/2023,811,F2,88,48,6,HN,5.92,1,95.8
15800,03/01/2023,824,F2,84,18,4,HE,1.64,1,146.18
15801,09/01/2023,251,F2,129,73,7,HN,5.76,5,56.93
15802,20/01/2023,703,F3,176,99,4,HE,7.73,1,138.87
15803,28/01/2023,679,F3,99,23,7,HE,1.39,2,110.9
15804,15/01/2023,786,M1,49,55,3,HN,5.39,4,42.85
15805,17/01/2023,522,M1,6,57,4,HE,1.92,2,105.38
15806,24/01/2023,165,F3,214,81,7,HN,6.32,1,14.64
15807,26/01/2023,382,F3,41,85,1,HE,7.88,4,62.55
15808,07/01/2023,442,M1,245,59,3,HE,6.84,1,58.14
15809,04/01/2023,591,F3,99,69,3,HN,6.56,4,140.77
15810,09/01/2023,833,F2,190,14,7,HE,5.09,3,110.3
15811,03/01/2023,383,F3,200,62,3,HE,2.78,3,10.69
15812,11/01/2023,607,M1,199,61,3,HN,7.89,2,23.81
15813,07/01/2023,179,F3,170,55,6,HN,3.04,2,90.61
15814,02/01/2023,669,F2,15,46,5,HN,1.55,4,60.96
15815,14/01/2023,637,F3,146,12,7,HE,2.25,3,3.87
15816,21/01/2023,87,F2,197,49,1,HE,4.98,5,90.07
15817,24/01/2023,938,M1,139,72,2,HE,2.64,4,134.19
15818,10/01/2023,343,M1,206,40,1,HE,6.69,5,105.47
15819,27/01/2023,89,F2,244,73,2,HE,3.65,1,35.36
15820,23/01/2023,809,F2,27,27,2,HE,7.21,3,73.5
15821,27/01/2023,637,F3,85,15,3,HE,7.99,2,40.23
15822,29/01/2023,778,F3,112,15,4,HN,7.4,3,117.54
15823,14/01/2023,332,F3,231,58,7,HN,1.68,3,142.77
15824,20/01/2023,770,F2,77,66,6,HN,5.73,2,17.04
15825,20/01/2023,138,F2,45,73,5,HN,6.69,3,9.6
15826,27/01/2023,83,F3,47,9,2,HE,6.31,2,109.1
15827,12/01/2023,605,M1,221,82,6,HE,3.93,4,53.15
15828,07/01/2023,417,M1,208,28,2,HN,4.55,5,14.0
15829,04/01/2023,729,F3,98,91,1,HE,7.87,4,57.98
15830,08/01/2023,583,F3,44,68,3,HN,3.26,4,69.04
15831,15/01/2023,27,F2,224,1,4,HN,4.24,3,80.46
15832,05/01/2023,299,M1,202,28,7,HE,6.45,2,104.43
15833,22/01/2023,534,F3,33,58,1,HN,6.64,3,97.5
15834,01/01/2023,693,F3,119,26,2,HE,1.61,3,110.24
15835,03/01/2023,581,M1,44,78,5,HE,6.78,5,5.97
15836,04/01/2023,225,F2,38,60,7,HN,3.24,5,13.47
15837,12/01/2023,947,F3,152,52,7,HN,4.47,2,134.43
15838,16/01/2023,100,M1,244,9,6,HE,6.74,2,66.86
15839,30/01/2023,611,M1,67,10,7,HN,5.25,2,143.22
15840,25/01/2023,269,M1,31,57,2,HN,7.09,4,10.44
15841,27/01/2023,113,M1,33,63,2,HE,6.55,1,136.67
15842,14/01/2023,715,M1,26,50,7,HN,2.81,1,2.5
15843,29/01/2023,797,F2,38,20,6,HE,3.59,3,30.6
15844,09/01/2023,552,M1,245,98,2,HE,1.95,3,62.68
15845,25/01/2023,46,M1,235,70,7,HN,1.79,2,8.96
15846,04/01/2023,828,F3,120,86,5,HE,3.05,4,65.74
15847,22/01/2023,825,M1,84,61,6,HN,5.06,3,93.91
15848,10/01/2023,420,M1,66,53,7,HE,2.93,3,37.94
15849,05/01/2023,880,F2,209,5,2,HE,6.45,2,48.26
15850,16/01/2023,238,M1,138,7,6,HN,6.27,1,144.2
15851,08/01/2023,651,F3,152,74,2,HE,3.84,2,112.38
15852,22/01/2023,358,F2,62,73,1,HE,5.49,2,95.92
15853,20/01/2023,586,F3,64,8,3,HN,4.13,4,140.94
15854,13/01/2023,574,F3,100,18,3,HE,7.8,5,101.27
15855,06/01/2023,64,F2,176,82,5,HN,1.98,2,16.2
15856,22/01/2023,640,M1,185,13,7,HN,7.1,1,144.11
15857,06/01/2023,66,F3,116,96,6,HE,1.42,2,81.12
15858,12/01/2023,199,F3,152,17,4,HE,1.86,3,96.89
15859,22/01/2023,900,F3,62,52,5,HN,5.75,5,94.78
15860,20/01/2023,758,F3,52,56,3,HN,4.54,4,45.93
15861,11/01/2023,659,F3,198,22,6,HN,2.22,1,56.01
15862,28/01/2023,466,M1,97,69,5,HN,2.2,2,105.56
15863,30/01/2023,244,M1,155,63,3,HE,4.39,5,56.36
15864,17/01/2023,511,F2,62,88,2,HE,6.69,1,26.89
15865,12/01/2023,437,M1,99,28,3,HN,5.3,1,139.79
15866,17/01/2023,205,M1,218,10,1,HN,6.69,1,4.37
15867,09/01/2023,258,M1,156,60,2,HE,7.71,2,13.47
15868,04/01/2023,536,F3,246,3,7,HN,1.26,5,139.53
15869,05/01/2023,441,F3,155,94,1,HN,6.72,2,130.75
15870,22/01/2023,161,F2,224,14,4,HN,4.95,5,65.0
15871,30/01/2023,86,M1,246,80,7,HE,7.34,4,148.63
15872,12/01/2023,590,F2,141,49,3,HN,6.29,3,3.26
15873,01/01/2023,342,F3,41,51,4,HE,1.53,4,41.22
15874,12/01/2023,190,F3,67,53,3,HE,1.75,4,31.1
15875,26/01/2023,411,M1,131,33,2,HE,4.72,5,47.3
15876,22/01/2023,834,F2,216,81,6,HN,3.62,1,87.98
15877,27/01/2023,49,M1,90,15,4,HN,7.61,2,68.47
15878,14/01/2023,622,F2,216,38,6,HN,7.33,3,25.22
15879,10/01/2023,405,F2,146,31,1,HN,2.97,2,80.65
15880,28/01/2023,804,F3,129,16,2,HN,1.53,3,109.01
15881,22/01/2023,623,F3,139,60,1,HE,7.86,3,48.98
15882,06/01/2023,120,F3,24,49,4,HN,4.42,5,110.85
15883,03/01/2023,140,F2,222,51,1,HE,1.86,4,83.83
15884,04/01/2023,567,F2,248,51,1,HN,4.27,1,131.34
15885,12/01/2023,453,F3,248,29,2,HN,1.24,4,34.24
15886,04/01/2023,59,F2,144,12,5,HN,7.36,2,132.34
15887,20/01/2023,519,M1,172,2,7,HE,4.69,3,26.06
15888,21/01/2023,802,F3,21,46,2,HE,6.54,1,74.25
15889,13/01/2023,262,M1,75,90,1,HE,3.41,2,132.65
15890,22/01/2023,728,M1,193,100,6,HE,2.04,4,34.55
15891,01/01/2023,604,F3,42,25,7,HE,2.35,2,27.84
15892,15/01/2023,818,F3,204,86,3,HN,5.41,1,53.99
15893,09/01/2023,9,M1,112,14,1,HN,3.2,3,47.9
15894,10/01/2023,781,M1,47,36,2,HE,6.84,4,82.2
15895,22/01/2023,17,F3,62,40,5,HE,6.94,5,111.79
15896,26/01/2023,860,F2,135,28,5,HE,5.35,4,91.21
15897,27/01/2023,29,F2,18,80,4,HE,6.53,2,60.98
15898,28/01/2023,366,M1,76,53,3,HE,1.29,1,43.55
15899,23/01/2023,415,F2,160,49,6,HN,3.2,1,52.51
15900,12/01/2023,899,F2,76,17,1,HN,6.78,4,31.56
15901,19/01/2023,408,F2,88,72,1,HE,4.55,2,104.61
15902,21/01/2023,241,M1,72,28,7,HN,7.53,2,141.64
15903,27/01/2023,296,F3,38,30,6,HE,6.69,4,131.43
15904,02/01/2023,683,M1,137,72,6,HE,3.41,2,52.27
15905,29/01/2023,891,M1,205,54,4,HN,6.34,1,42.23
15906,07/01/2023,847,M1,165,42,7,HE,3.8,1,94.25
15907,10/01/2023,51,F3,231,11,6,HN,2.92,3,62.85
15908,02/01/2023,328,M1,228,2,5,HE,2.04,2,88.45
15909,15/01/2023,861,M1,216,73,1,HN,2.15,4,87.42
15910,02/01/2023,134,M1,11,61,4,HN,1.32,3,95.55
15911,29/01/2023,480,F2,234,2,4,HN,5.49,4,108.12
15912,24/01/2023,444,M1,205,80,6,HE,2.26,3,93.6
15913,16/01/2023,950,F3,116,83,5,HN,4.42,3,69.43
15914,07/01/2023,78,F2,193,71,2,HN,1.99,4,115.67
15915,21/01/2023,513,M1,142,52,2,HE,3.97,5,71.36
15916,14/01/2023,612,F3,27,26,4,HE,1.27,3,116.65
15917,16/01/2023,26,F3,123,34,4,HE,1.92,1,64.32
15918,08/01/2023,301,M1,172,92,6,HN,4.13,2,8.33
15919,08/01/2023,139,F3,46,49,3,HN,4.57,4,121.24
15920,27/01/2023,761,M1,183,75,1,HN,4.64,4,137.85
15921,30/01/2023,431,F3,218,91,1,HN,4.39,1,77.77
15922,24/01/2023,363,F2,94,100,5,HE,5.96,4,62.22
15923,16/01/2023,189,F3,125,88,1,HN,4.53,2,145.69
15924,12/01/2023,284,M1,215,63,3,HN,2.33,5,129.49
15925,06/01/2023,106,F2,75,82,4,HE,4.68,1,79.01
15926,30/01/2023,336,M1,51,13,5,HN,6.89,2,86.18
15927,04/01/2023,26,M1,103,76,3,HN,3.97,2,25.53
15928,26/01/2023,450,F3,229,9,3,HE,6.96,4,92.05
15929,23/01/2023,301,M1,199,29,7,HN,7.31,5,79.61
15930,18/01/2023,595,F2,221,95,5,HN,6.76,2,140.95
15931,02/01/2023,506,F2,46,67,7,HE,1.22,3,76.29
15932,17/01/2023,511,M1,172,36,2,HN,6.1,3,99.24
15933,24/01/2023,73,F2,55,58,6,HN,2.71,5,44.73
15934,24/01/2023,31,F2,83,11,1,HE,1.72,4,25.52
15935,22/01/2023,357,F2,247,43,1,HN,7.91,4,14.24
15936,04/01/2023,798,F3,32,34,3,HN,3.61,2,55.5
15937,27/01/2023,365,M1,63,44,2,HN,7.87,3,36.12
15938,04/01/2023,779,F2,139,72,7,HE,7.73,3,96.72
15939,19/01/2023,644,F2,7,62,2,HN,5.52,4,106.57
15940,09/01/2023,453,M1,5,7,6,HN,3.11,3,93.03
15941,04/01/2023,408,F3,144,26,1,HN,6.71,2,65.23
15942,02/01/2023,929,F3,16,49,3,HN,6.98,5,129.47
15943,15/01/2023,788,M1,21,16,3,HN,1.42,2,15.35
15944,23/01/2023,9,F2,148,17,7,HN,3.12,2,100.99
15945,13/01/2023,318,M1,112,41,1,HN,7.54,5,121.45
15946,05/01/2023,377,M1,60,27,4,HE,4.62,3,6.46
15947,28/01/2023,491,F3,193,46,3,HE,4.73,1,71.35
15948,11/01/2023,335,F3,77,63,7,HE,5.74,3,109.12
15949,09/01/2023,228,F3,142,57,4,HN,7.64,1,93.87
15950,11/01/2023,568,M1,224,7,7,HE,5.12,4,93.81
15951,10/01/2023,536,F3,212,19,6,HN,2.08,3,53.31
15952,23/01/2023,926,M1,43,91,5,HE,3.15,3,8.54
15953,15/01/2023,423,F3,60,97,2,HE,5.15,1,127.68
15954,15/01/2023,112,F3,145,46,6,HE,2.81,1,92.47
15955,05/01/2023,571,F2,138,87,6,HN,6.55,4,31.09
15956,21/01/2023,339,F3,150,75,4,HE,1.04,4,1.88
15957,05/01/2023,702,F2,224,76,4,HE,7.0,3,148.74
15958,02/01/2023,276,F2,181,72,3,HN,5.0,2,118.96
15959,28/01/2023,175,F2,199,29,4,HE,3.43,5,99.56
15960,10/01/2023,933,F2,141,96,6,HE,6.65,1,132.48
15961,30/01/2023,857,F3,244,49,7,HN,7.97,4,41.21
15962,04/01/2023,381,F2,127,43,3,HE,5.6,2,16.6
15963,11/01/2023,545,F2,77,5,6,HE,6.28,5,80.19
15964,07/01/2023,245,F2,93,28,2,HN,3.02,3,71.01
15965,24/01/2023,516,F2,1,18,2,HE,3.43,4,62.77
15966,29/01/2023,602,M1,45,19,3,HN,4.61,2,26.25
15967,28/01/2023,435,F3,57,44,6,HE,1.12,5,35.87
15968,10/01/2023,400,F2,46,87,1,HE,2.68,1,98.45
15969,23/01/2023,422,M1,214,79,3,HE,6.19,1,11.64
15970,09/01/2023,228,F2,141,75,7,HN,3.23,4,131.96
15971,25/01/2023,458,F3,214,21,4,HN,3.95,4,149.74
15972,22/01/2023,583,M1,113,49,7,HE,1.17,5,126.12
15973,15/01/2023,763,F2,105,34,4,HE,6.48,1,41.2
15974,17/01/2023,134,F2,187,42,5,HN,7.13,5,18.94
15975,01/01/2023,557,F3,46,51,4,HN,6.09,3,66.0
15976,18/01/2023,254,F3,145,20,3,HE,4.32,2,29.32
15977,08/01/2023,721,F3,200,32,6,HE,4.19,5,110.85
15978,21/01/2023,297,F3,236,31,6,HN,2.07,4,105.66
15979,13/01/2023,83,F2,110,32,7,HE,5.79,4,92.63
15980,11/01/2023,291,F3,208,92,3,HE,3.63,4,45.83
15981,26/01/2023,264,F3,4,57,2,HN,5.21,2,112.69
15982,22/01/2023,256,F2,154,83,5,HN,5.42,5,40.95
15983,27/01/2023,146,F3,85,80,3,HE,2.69,3,147.17
15984,16/01/2023,1,F3,131,64,6,HN,7.54,5,149.06
15985,25/01/2023,153,F2,43,49,2,HN,7.37,2,45.72
15986,24/01/2023,746,M1,173,29,7,HN,1.37,1,96.5
15987,09/01/2023,550,F2,1,35,4,HE,3.14,1,52.37
15988,06/01/2023,169,M1,129,11,5,HN,6.56,4,128.57
15989,23/01/2023,327,F2,153,91,4,HE,6.27,1,148.7
15990,28/01/2023,664,M1,182,47,1,HE,4.59,5,146.55
15991,26/01/2023,91,F3,13,73,6,HE,6.78,3,15.34
15992,13/01/2023,323,F2,19,63,2,HN,2.46,3,48.91
15993,15/01/2023,225,F2,78,47,2,HE,2.34,3,107.33
15994,25/01/2023,910,F2,199,60,7,HN,5.94,3,17.85
15995,23/01/2023,834,F3,50,51,6,HE,1.72,4,145.48
15996,27/01/2023,9,F3,180,5,1,HN,3.19,4,19.87
15997,26/01/2023,783,F3,192,38,7,HN,5.98,1,140.38
15998,17/01/2023,189,F2,121,18,7,HE,3.66,4,49.11
15999,02/01/2023,71,F3,89,18,4,HE,4.46,5,53.29
16000,26/01/2023,713,M1,127,48,6,HE,4.85,2,40.6
16001,19/01/2023,573,M1,58,24,6,HN,6.32,2,103.13
16002,06/01/2023,502,F2,47,45,7,HN,5.95,2,13.33
16003,10/01/2023,426,F2,214,84,4,HE,3.9,2,127.2
16004,16/01/2023,590,F2,90,68,1,HE,2.19,1,32.46
16005,02/01/2023,720,F3,184,36,1,HN,4.61,1,71.42
16006,16/01/2023,201,F3,55,28,3,HN,2.17,2,104.7
16007,01/01/2023,937,M1,62,90,7,HN,7.95,4,59.62
16008,03/01/2023,127,M1,100,2,4,HE,3.0,4,83.35
16009,05/01/2023,909,F2,199,21,3,HE,2.33,2,98.57
16010,27/01/2023,690,F2,139,23,5,HE,5.24,4,20.27
16011,12/01/2023,586,F3,112,54,6,HE,3.23,1,117.32
16012,10/01/2023,583,M1,110,72,6,HN,6.19,5,43.19
16013,17/01/2023,190,F3,100,89,5,HE,6.93,5,126.22
16014,18/01/2023,654,M1,156,59,7,HE,1.07,2,108.78
16015,09/01/2023,960,F2,8,67,4,HN,5.75,5,84.44
16016,05/01/2023,440,F2,243,95,6,HE,7.82,3,32.43
16017,30/01/2023,221,F2,57,25,7,HE,6.36,5,112.1
16018,20/01/2023,109,F2,99,23,5,HE,7.7,5,93.38
16019,14/01/2023,242,M1,162,2,3,HN,7.47,2,41.45
16020,20/01/2023,921,M1,212,25,7,HN,1.61,1,17.52
16021,14/01/2023,75,F2,91,64,7,HE,7.92,4,91.39
16022,07/01/2023,598,M1,98,48,6,HN,5.31,5,94.11
16023,12/01/2023,185,M1,109,18,3,HN,2.12,2,22.66
16024,24/01/2023,416,M1,34,25,3,HN,6.64,4,76.24
16025,04/01/2023,782,F2,201,73,2,HN,3.44,1,13.42
16026,22/01/2023,658,F3,150,12,5,HE,4.04,2,72.73
16027,26/01/2023,647,F3,248,60,2,HN,4.75,5,136.6
16028,20/01/2023,29,M1,145,15,1,HN,5.64,2,47.25
16029,17/01/2023,271,F2,147,18,4,HN,2.35,4,141.55
16030,30/01/2023,51,M1,189,96,7,HN,4.15,3,18.21
16031,29/01/2023,784,F3,135,66,6,HE,5.4,4,45.07
16032,17/01/2023,432,F3,29,57,5,HN,7.83,1,75.22
16033,24/01/2023,430,M1,53,27,4,HN,4.52,3,4.76
16034,15/01/2023,917,F3,71,7,6,HN,5.28,3,35.09
16035,07/01/2023,775,F2,67,61,2,HE,7.46,3,118.3
16036,09/01/2023,779,M1,12,43,6,HN,1.54,2,79.56
16037,12/01/2023,328,F2,18,18,4,HN,4.65,1,18.36
16038,17/01/2023,61,M1,35,56,1,HN,2.79,2,51.87
16039,28/01/2023,1,F3,143,66,4,HE,2.23,4,36.03
16040,19/01/2023,576,F3,85,59,2,HE,4.04,1,66.87
16041,09/01/2023,694,F2,154,62,5,HE,5.87,3,65.7
16042,08/01/2023,218,M1,195,26,5,HN,7.28,2,49.76
16043,05/01/2023,411,M1,161,12,2,HN,5.94,2,75.28
16044,30/01/2023,856,F2,110,30,7,HN,5.92,1,58.76
16045,12/01/2023,686,M1,14,1,3,HN,7.18,3,13.77
16046,17/01/2023,393,F2,136,48,5,HN,4.15,2,112.81
16047,18/01/2023,10,F3,17,79,7,HN,4.9,1,139.88
16048,24/01/2023,566,F2,116,21,6,HN,7.53,1,82.72
16049,02/01/2023,851,F3,82,35,2,HN,4.2,2,21.98
16050,04/01/2023,716,F3,180,83,2,HN,3.18,5,106.02
16051,10/01/2023,723,F3,24,66,1,HN,7.47,1,90.93
16052,13/01/2023,696,F2,103,13,5,HN,2.4,5,36.35
16053,08/01/2023,764,F2,100,52,6,HE,5.65,1,51.3
16054,29/01/2023,527,M1,34,73,6,HE,3.73,2,122.49
16055,15/01/2023,753,F2,240,69,3,HE,6.76,2,93.75
16056,05/01/2023,406,F2,151,53,4,HE,2.07,4,78.59
16057,21/01/2023,651,F3,92,23,3,HE,1.39,1,103.85
16058,17/01/2023,294,M1,32,55,3,HE,5.87,3,128.75
16059,29/01/2023,659,M1,115,79,4,HN,5.83,4,89.97
16060,21/01/2023,440,F3,35,79,6,HE,1.08,3,126.35
16061,17/01/2023,528,F2,133,38,7,HN,2.56,5,61.03
16062,06/01/2023,724,F3,84,17,7,HE,2.75,4,141.48
16063,05/01/2023,237,F2,202,93,7,HE,1.53,5,135.49
16064,17/01/2023,616,M1,46,65,7,HE,7.85,1,116.11
16065,15/01/2023,209,F3,157,71,5,HN,5.76,1,143.29
16066,21/01/2023,533,M1,90,61,6,HE,4.11,5,13.04
16067,20/01/2023,275,F2,103,45,1,HN,7.38,4,100.16
16068,09/01/2023,352,M1,132,33,6,HN,4.95,2,11.48
16069,02/01/2023,400,F3,135,2,3,HN,1.62,3,59.84
16070,21/01/2023,168,F3,46,19,2,HN,7.02,3,5.78
16071,30/01/2023,429,M1,31,31,4,HN,1.9,5,139.15
16072,02/01/2023,16,F3,218,11,7,HN,2.8,5,88.48
16073,03/01/2023,493,F3,96,35,3,HE,6.59,3,63.26
16074,03/01/2023,400,F2,4,56,5,HN,5.43,2,76.94
16075,03/01/2023,292,F3,56,7,5,HN,7.65,5,108.93
16076,26/01/2023,97,F2,17,59,4,HN,6.3,3,39.99
16077,16/01/2023,169,F3,8,13,2,HN,4.23,2,20.87
16078,14/01/2023,742,F2,133,72,1,HE,1.3,1,131.48
16079,13/01/2023,164,M1,163,13,5,HN,6.09,4,7.28
16080,12/01/2023,694,M1,35,73,1,HE,3.48,2,61.37
16081,01/01/2023,784,F3,95,60,2,HN,6.72,1,17.4
16082,18/01/2023,613,F3,94,27,4,HE,3.02,2,83.45
16083,12/01/2023,378,F3,232,36,4,HN,6.94,1,93.02
16084,13/01/2023,15,M1,173,49,1,HE,3.61,3,113.42
16085,29/01/2023,512,F2,146,19,7,HN,3.67,1,26.99
16086,19/01/2023,29,F2,219,39,6,HE,1.95,1,6.4
16087,07/01/2023,569,M1,115,53,4,HE,7.46,4,50.87
16088,07/01/2023,859,F3,156,56,6,HE,3.88,3,122.8
16089,21/01/2023,83,M1,111,86,5,HE,4.85,1,144.58
16090,14/01/2023,276,F2,182,90,7,HE,6.03,4,1.97
16091,27/01/2023,876,F2,39,51,5,HN,5.53,5,7.04
16092,16/01/2023,467,M1,151,67,1,HN,5.61,4,32.32
16093,10/01/2023,386,F2,179,73,5,HE,1.61,4,53.38
16094,13/01/2023,888,F3,181,14,1,HN,2.37,3,41.1
16095,21/01/2023,340,F3,1,17,6,HE,6.32,4,125.99
16096,18/01/2023,682,M1,137,39,6,HN,6.12,2,86.91
16097,28/01/2023,796,M1,192,86,3,HN,6.96,4,23.93
16098,17/01/2023,254,F2,183,34,2,HE,1.13,5,80.02
16099,24/01/2023,766,F2,244,2,1,HE,2.91,4,45.39
16100,07/01/2023,455,F2,196,73,7,HE,1.31,4,122.62
16101,15/01/2023,145,F3,48,51,6,HN,3.78,1,34.19
16102,10/01/2023,788,M1,188,7,6,HN,3.09,2,20.95
16103,03/01/2023,108,F3,66,9,2,HE,1.81,2,59.2
16104,10/01/2023,538,M1,207,5,3,HE,1.99,3,120.7
16105,07/01/2023,111,F2,45,100,5,HN,1.34,1,42.35
16106,12/01/2023,423,F2,207,84,5,HN,4.41,5,5.57
16107,17/01/2023,504,F2,117,59,1,HE,7.31,4,11.5
16108,17/01/2023,385,F3,133,20,1,HE,4.29,5,108.5
16109,04/01/2023,902,M1,190,54,7,HN,7.58,1,123.6
16110,18/01/2023,426,F3,196,35,7,HN,5.23,1,23.67
16111,27/01/2023,460,M1,13,41,2,HN,1.46,5,76.57
16112,18/01/2023,380,F2,58,81,2,HN,7.54,2,36.52
16113,30/01/2023,344,M1,181,27,3,HN,4.61,5,78.73
16114,26/01/2023,893,M1,221,90,7,HN,2.52,1,53.25
16115,15/01/2023,650,M1,104,96,3,HN,1.35,3,132.07
16116,05/01/2023,789,M1,140,6,2,HN,5.7,1,12.41
16117,22/01/2023,863,F3,82,77,7,HE,6.15,4,59.57
16118,08/01/2023,323,F3,209,28,4,HE,4.84,1,146.33
16119,03/01/2023,523,F2,214,100,1,HE,2.62,5,117.68
16120,16/01/2023,718,F2,159,56,6,HE,7.24,1,74.89
16121,15/01/2023,257,M1,201,85,6,HN,3.39,5,126.53
16122,06/01/2023,251,F3,241,60,6,HN,5.57,3,71.23
16123,26/01/2023,348,F2,224,55,7,HE,7.25,1,31.0
16124,05/01/2023,847,F3,158,41,1,HN,7.06,3,53.58
16125,08/01/2023,347,F2,164,69,4,HN,1.92,3,105.09
16126,20/01/2023,197,F3,210,30,3,HE,4.68,5,6.39
16127,05/01/2023,272,F2,211,49,5,HE,5.58,3,11.78
16128,14/01/2023,167,M1,97,100,7,HE,3.25,1,90.46
16129,29/01/2023,895,F3,207,80,6,HN,5.14,4,75.41
16130,04/01/2023,835,M1,49,13,4,HE,6.5,1,71.0
16131,01/01/2023,509,M1,154,13,6,HE,3.04,1,20.35
16132,04/01/2023,367,F2,120,73,1,HN,4.74,5,30.03
16133,29/01/2023,110,F2,158,36,7,HN,2.19,3,100.17
16134,17/01/2023,284,F3,219,19,1,HE,7.7,2,69.88
16135,07/01/2023,140,F3,14,57,3,HN,2.42,5,30.52
16136,22/01/2023,277,F2,129,84,5,HE,2.16,3,14.11
16137,20/01/2023,437,F2,115,27,3,HN,2.21,2,22.88
16138,12/01/2023,894,M1,14,97,2,HE,6.56,5,121.76
16139,13/01/2023,185,F3,83,99,4,HE,4.12,2,18.73
16140,08/01/2023,5,F3,150,10,4,HE,6.53,2,129.97
16141,06/01/2023,708,M1,190,27,6,HN,6.53,3,72.51
16142,24/01/2023,822,F3,112,95,5,HE,1.93,3,96.68
16143,29/01/2023,580,F2,34,69,5,HE,7.21,4,62.2
16144,12/01/2023,708,F2,221,92,2,HE,7.64,3,101.71
16145,10/01/2023,523,F3,233,26,4,HE,7.06,2,66.92
16146,11/01/2023,642,F2,182,69,3,HN,7.09,5,66.78
16147,27/01/2023,86,F2,11,91,1,HN,7.16,2,97.97
16148,03/01/2023,378,F2,71,41,1,HE,3.87,4,41.83
16149,08/01/2023,841,F2,100,86,7,HN,5.87,5,56.83
16150,09/01/2023,427,M1,37,49,6,HE,6.8,1,87.14
16151,14/01/2023,797,M1,18,21,3,HN,4.35,1,117.88
16152,23/01/2023,777,M1,187,13,5,HN,5.28,3,111.68
16153,04/01/2023,611,F3,203,77,3,HE,6.97,2,30.89
16154,28/01/2023,488,F3,54,89,6,HN,6.34,3,96.76
16155,08/01/2023,937,F3,46,85,1,HE,4.99,2,65.34
16156,29/01/2023,848,F2,145,74,7,HE,1.39,4,97.7
16157,18/01/2023,64,F2,63,48,5,HE,3.75,2,140.44
16158,21/01/2023,84,M1,62,42,4,HN,7.62,5,26.97
16159,10/01/2023,358,M1,79,80,6,HE,2.27,2,117.31
16160,07/01/2023,595,F3,225,48,4,HE,1.28,5,73.29
16161,27/01/2023,66,F3,90,16,2,HN,5.35,4,54.87
16162,11/01/2023,283,F3,226,71,2,HE,1.35,5,134.1
16163,06/01/2023,859,F3,118,68,7,HN,6.45,2,7.99
16164,10/01/2023,429,F3,73,50,4,HN,4.65,3,133.46
16165,20/01/2023,657,F3,97,76,2,HN,4.83,2,21.82
16166,30/01/2023,438,M1,188,61,3,HN,5.23,4,17.6
16167,19/01/2023,662,F3,167,89,2,HE,3.98,5,123.78
16168,30/01/2023,599,M1,208,63,1,HN,5.66,3,109.25
16169,11/01/2023,766,F2,152,48,4,HN,3.08,1,54.98
16170,18/01/2023,529,M1,112,80,2,HN,1.78,3,98.76
16171,18/01/2023,794,M1,79,17,7,HE,2.72,1,13.26
16172,05/01/2023,912,F3,238,85,4,HN,5.04,2,67.23
16173,11/01/2023,458,F2,8,43,4,HE,3.82,3,27.44
16174,25/01/2023,927,M1,179,64,2,HE,4.11,4,70.88
16175,24/01/2023,752,F3,136,67,1,HE,2.84,5,125.19
16176,24/01/2023,836,F3,9,68,2,HN,1.25,2,63.52
16177,01/01/2023,742,F2,216,53,2,HN,6.17,3,26.43
16178,02/01/2023,514,M1,53,14,2,HE,7.63,4,19.28
16179,12/01/2023,14,F3,105,99,5,HN,3.15,5,11.2
16180,09/01/2023,155,F3,140,8,7,HE,5.69,3,120.92
16181,24/01/2023,752,F2,71,26,4,HE,4.01,3,72.88
16182,17/01/2023,902,F2,32,85,2,HE,5.11,5,43.74
16183,21/01/2023,169,F3,142,7,3,HN,5.34,4,60.74
16184,18/01/2023,135,F2,169,10,5,HE,2.06,3,130.85
16185,01/01/2023,177,F3,212,38,1,HE,5.08,5,7.38
16186,21/01/2023,399,F2,24,30,2,HE,4.43,1,128.44
16187,02/01/2023,778,F3,55,59,1,HN,7.09,5,96.17
16188,21/01/2023,808,F2,81,49,2,HE,3.51,1,67.41
16189,26/01/2023,933,F2,220,61,4,HN,3.18,2,90.08
16190,12/01/2023,809,F3,55,86,2,HN,4.77,2,65.02
16191,30/01/2023,406,F3,225,26,1,HN,1.94,2,69.82
16192,05/01/2023,438,M1,187,91,4,HN,6.26,1,43.13
16193,03/01/2023,770,F3,133,34,6,HE,7.29,2,100.01
16194,30/01/2023,512,F2,14,99,3,HN,4.38,4,36.72
16195,26/01/2023,198,F3,144,8,4,HE,3.58,1,123.89
16196,16/01/2023,863,F3,162,2,1,HE,7.64,5,78.18
16197,06/01/2023,752,F3,180,96,2,HE,7.61,4,54.91
16198,02/01/2023,670,F2,114,75,4,HE,4.03,3,45.94
16199,03/01/2023,911,M1,80,77,5,HE,2.03,2,141.77
16200,01/01/2023,379,F2,40,73,1,HN,7.35,5,53.76
16201,25/01/2023,183,M1,174,88,5,HN,5.34,1,65.63
16202,19/01/2023,710,M1,79,27,3,HN,1.01,1,133.07
16203,22/01/2023,198,M1,25,49,5,HN,6.2,2,141.37
